Concat	MutantID	Plate	NR Well Location	NR Well Location	R Well Location	Genomic Location	Chromosome Location	Gene Description	Gene Name	Gene Role	% into ORF	Direction of Transposon in ORF (see materials and methods)	BLAST Score	Next Best BLAST Score	Levenshtein Distance	Ambiguous location ('yes' if difference between BLAST scores is 0 or if Levenshtein Distance > 4)
31H6	EC21634	31	H6	H	6	1923594	1	conserved hypothetical protein		Hypothetical proteins	26.9	-	1017	0	0	
31E8	EC22481	31	E8	E	8	1946008	1	hypothetical protein			7.6	+	854	0	0	
31D5	EC21695	31	D5	D	5	1994930	1	"ATP-dependent helicase, DinG family"		DNA metabolism	33	-	75.8	0	0	
31F3	EC21704	31	F3	F	3	1997257	1	primosomal replication protein N``	priC	DNA metabolism	19.7	-	557	0	0	
31A2	EC21757	31	A2	A	2	2128247	1	menaquinone-specific isochorismate synthase	menF	"Biosynthesis of cofactors, prosthetic groups, and carriers"	60.4	-	402	0	0	
31H5	EC21819	31	H5	H	5	2213199	1	heme exporter protein A	ccmA	Transport and binding proteins	13.9	-	563	0	0	
31C4	EC21760	31	C4	C	4	2221019	1	chemotaxis protein CheY	cheY-3	Cellular processes	36.2	-	295	0	1	
31A3	EC21514	31	A3	A	3	2262417	1	hypothetical protein			96.6	-	60	0	0	
31G12	EC23331	31	G12	G	12	2271393	1	hypothetical protein			56	+	363	77.8	0	
31H8	EC22523	31	H8	H	8	2271536	1	conserved hypothetical protein		Hypothetical proteins	2.7	+	176	75.8	0	
31E1	EC21611	31	E1	E	1	2284250	1	flagellum-specific ATP synthase FliI	fliI	Cellular processes	28.5	+	436	0	0	
31B12	EC22510	31	B12	B	12	2335321	1	flagellin core protein A	flaA	Cellular processes	41.4	+	567	95.6	0	
31D3	EC21650	31	D3	D	3	2380708	1	phosphoribosylformylglycinamidine cyclo-ligase	purM	"Purines, pyrimidines, nucleosides, and nucleotides"	15.7	+	176	0	0	
31B4	EC21758	31	B4	B	4	2381629	1	phosphoribosylglycinamide formyltransferase	purN	"Purines, pyrimidines, nucleosides, and nucleotides"	6.5	+	266	0	0	
31C9	EC22621	31	C9	C	9	2457598	1	hypothetical protein			20.9	-	848	0	0	
31D11	EC22635	31	D11	D	11	2486664	1	"transcriptional regulator, LacI family"		Regulatory functions	17.6	+	698	0	0	
31E5	EC21773	31	E5	E	5	2490104	1	"beta-galactosidase, authentic frameshift"	lacZ	Energy metabolism	16.9	+	678	0	0	
31D7	EC21722	31	D7	D	7	2548629	1	conserved hypothetical protein		Hypothetical proteins	70.4	-	638	0	0	
31B3	EC21566	31	B3	B	3	2652191	1	hypothetical protein			30.4	+	712	0	0	
31G3	EC21716	31	G3	G	3	2671982	1	3-isopropylmalate dehydrogenase	leuB	Amino acid biosynthesis	13	+	545	0	0	
31G8	EC22515	31	G8	G	8	2781306	1	phosphoribulokinase	prkB	Energy metabolism	18.3	+	926	0	0	
31E3	EC21666	31	E3	E	3	2783718	1	conserved hypothetical protein		Hypothetical proteins	5.4	-	204	0	0	
31H9	EC22434	31	H9	H	9	2822993	1	hypothetical protein			40.8	+	854	0	0	
31F7	EC21818	31	F7	F	7	2835752	1	hypothetical protein			10	+	73.8	0	0	
31E11	EC22653	31	E11	E	11	2860589	1	sensor protein CpxA	cpxA	Regulatory functions	6.8	+	745	0	0	
31D4	EC21796	31	D4	D	4	2864658	1	GGDEF family protein		Unknown function	5.6	+	969	40.1	0	
31G10	EC22353	31	G10	G	10	2916575	1	hypothetical protein			19.8	-	293	0	0	
31A4	EC21752	31	A4	A	4	2924085	1	GGDEF family protein		Unknown function	6.8	+	280	63.9	0	
31D10	EC22580	31	D10	D	10	30780	2	"transporter, NadC family"		Transport and binding proteins	21.1	+	638	0	3	
31E6	EC21584	31	E6	E	6	45227	2	sodium/dicarboxylate symporter		Transport and binding proteins	5.9	-	767	0	0	
31F1	EC21671	31	F1	F	1	69527	2	protease II	ptrB	Protein fate	32.5	+	726	0	0	
31C3	EC21570	31	C3	C	3	88816	2	hypothetical protein			57.2	+	872	0	0	
31F12	EC23243	31	F12	F	12	149654	2	"cyclic nucleotide binding protein, putative"		Regulatory functions	40.7	-	541	0	0	
31A5	EC21595	31	A5	A	5	172249	2	"NADH dehydrogenase, putative"		Energy metabolism	24.4	-	652	0	1	
31F2	EC21861	31	F2	F	2	233015	2	multidrug resistance protein D	emrD-2	Transport and binding proteins	54.6	-	127	0	0	
31E2	EC21853	31	E2	E	2	250982	2	"vibriobactin and enterobactin ABC transporter, permease protein"	vctG	Transport and binding proteins	24.8	-	392	0	0	
31A10	EC22440	31	A10	A	10	280699	2	"acetyltransferase, putative"		Central intermediary metabolism	41.1	+	1011	0	3	
31C8	EC22423	31	C8	C	8	289033	2	D-alanyl-D-alanine carboxypeptidase	dacA-2	Cell envelope	18.1	+	240	0	0	
31A9	EC22575	31	A9	A	9	324663	2	"acetyltransferase, putative"		Central intermediary metabolism	21	-	944	944	1	yes
31C1	EC21563	31	C1	C	1	329452	2	hypothetical protein			11.8	-	755	527	0	
31C5	EC21693	31	C5	C	5	409341	2	hypothetical protein			93.3	+	813	0	0	
31B10	EC22532	31	B10	B	10	532399	2	hemolysin	hlx	Cellular processes	17	-	309	0	1	
31C11	EC22601	31	C11	C	11	576238	2	AcrA/AcrE family protein		Protein fate	61.4	+	593	0	0	
31H2	EC21512	31	H2	H	2	678907	2	hypothetical protein			41.4	+	287	0	0	
31D1	EC21565	31	D1	D	1	687854	2	conserved hypothetical protein		Hypothetical proteins	35.8	+	339	0	0	
31H11	EC22358	31	H11	H	11	740882	2	hypothetical protein			20.5	+	1150	0	0	
31E10	EC22584	31	E10	E	10	857996	2	conserved hypothetical protein		Hypothetical proteins	12.2	+	254	0	0	
31F4	EC21848	31	F4	F	4	933169	2	L-lactate dehydrogenase	lldD	Energy metabolism	22.1	-	216	0	0	
31B8	EC22421	31	B8	B	8	957740	2	conserved hypothetical protein		Hypothetical proteins	12.8	-	894	0	0	
31H3	EC21748	31	H3	H	3	960971	2	conserved hypothetical protein		Hypothetical proteins	70.9	-	321	0	0	
31D9	EC22282	31	D9	D	9	971975	2	hypothetical protein			52.4	-	541	0	0	
31B5	EC21645	31	B5	B	5	975421	2	"maltose operon periplasmic protein, putative"		Unknown function	10.1	-	161	0	0	
31C6	EC21873	31	C6	C	6	997073	2	mannitol-1-phosphate 5-dehydrogenase	mtlD	Energy metabolism	12.1	+	361	0	0	
31H4	EC21583	31	H4	H	4	999007	2	"oxidoreductase, Gfo/Idh/MocA family"		Central intermediary metabolism	18.8	+	571	0	0	
31F6	EC21586	31	F6	F	6	1009211	2	"transcriptional regulator, LysR family"		Regulatory functions	22.7	+	355	0	0	
31G7	EC21834	31	G7	G	7	1041078	2	conserved hypothetical protein		Hypothetical proteins	8.2	+	232	0	0	
31A11	EC22447	31	A11	A	11	1045398	2	"protein-glutamate methylesterase CheB, authentic frameshift"	cheB-3	Cellular processes	34.2	-	446	0	0	
32C6	EC23735	32	C6	C	6	26475	1	dihydroxy-acid dehydratase	ilvD	Amino acid biosynthesis	8.4	+	287	0	0	
32C3	EC23225	32	C3	C	3	64421	1	thiG protein	thiG	"Biosynthesis of cofactors, prosthetic groups, and carriers"	25.8	+	135	0	0	
32E11	EC24053	32	E11	E	11	102952	1	hypothetical protein			69.3	-	636	0	12	
32A11	EC23957	32	A11	A	11	129480	1	conserved hypothetical protein		Hypothetical proteins	7.2	+	387	0	0	
32H6	EC23570	32	H6	H	6	130540	1	lysophospholipase L2	lypA	Fatty acid and phospholipid metabolism	12.8	+	755	0	0	
32G3	EC23411	32	G3	G	3	162110	1	"multidrug resistance protein, putative"		Transport and binding proteins	13.5	-	458	0	0	
32A10	EC23754	32	A10	A	10	204194	1	hypothetical protein			22	-	103	0	0	
32B12	EC24119	32	B12	B	12	233615	1	hypothetical protein			94.2	+	482	0	0	
32G8	EC23609	32	G8	G	8	250630	1	perosamine synthase	rfbE	Cell envelope	16	-	722	0	0	
32A4	EC23132	32	A4	A	4	309587	1	"transposase OrfAB, subunit B"	orfB	Mobile and extrachromosomal element functions	8.3	-	611	611	0	yes
32A7	EC23618	32	A7	A	7	271991	1	conserved hypothetical protein		Hypothetical proteins	99.4	+	60	0	0	
32F2	EC23131	32	F2	F	2	309587	1	conserved hypothetical protein		Hypothetical proteins	7.9	+	950	0	0	
32E5	EC23569	32	E5	E	5	311661	1	sensor histidine kinase		Regulatory functions	11	+	121	0	0	
32F8	EC23607	32	F8	F	8	322608	1	ferredoxin		Energy metabolism	14.8	+	557	0	0	
32H2	EC23167	32	H2	H	2	496731	1	conserved hypothetical protein		Hypothetical proteins	28.5	-	365	0	0	
32G4	EC23326	32	G4	G	4	506909	1	D-erythrose-4-phosphate dehydrogenase	epd	"Biosynthesis of cofactors, prosthetic groups, and carriers"	10.9	+	315	0	0	
32C8	EC23549	32	C8	C	8	661545	1	sensory box sensor histidine kinase/response regulator		Regulatory functions	6.2	+	91.7	0	0	
32F1	EC23196	32	F1	F	1	857811	1	citG protein	citG	Energy metabolism	32.2	+	153	0	0	
32A8	EC23509	32	A8	A	8	915212	1	small protein B	smpB	Protein synthesis	0.2	-	260	0	0	
32C2	EC23348	32	C2	C	2	958246	1	conserved hypothetical protein		Hypothetical proteins	28.4	-	208	0	0	
32C9	EC23695	32	C9	C	9	966708	1	"ABC transporter, permease protein"		Transport and binding proteins	1.4	-	557	0	0	
32B3	EC23213	32	B3	B	3	1079655	1	conserved hypothetical protein		Hypothetical proteins	20.2	-	555	0	0	
32A12	EC24117	32	A12	A	12	1119575	1	"transcriptional regulator, LysR family"		Regulatory functions	44.8	+	488	0	0	
32H8	EC23641	32	H8	H	8	1137987	1	"transporter, putative"		Transport and binding proteins	11.1	+	494	0	0	
32G1	EC23198	32	G1	G	1	1148070	1	response regulator		Regulatory functions	18.9	-	420	0	0	
32E6	EC23432	32	E6	E	6	1189910	1	conserved hypothetical protein		Hypothetical proteins	29.3	+	311	0	0	
32A5	EC23370	32	A5	A	5	1217261	1	glutaredoxin 1	grxA	Energy metabolism	93.8	+	258	0	0	
32A6	EC23719	32	A6	A	6	1219953	1	conserved hypothetical protein		Hypothetical proteins	6.4	+	955	54	0	
32B8	EC23517	32	B8	B	8	1233258	1	"membrane protein, putative"		Cell envelope	59.1	-	143	0	0	
32B11	EC23961	32	B11	B	11	1236644	1	conserved hypothetical protein		Hypothetical proteins	25.8	+	692	0	0	
32G11	EC24105	32	G11	G	11	1256317	1	thioredoxin reductase	trxB	Energy metabolism	26.4	+	567	0	0	
32A2	EC23340	32	A2	A	2	1273689	1	conserved hypothetical protein		Hypothetical proteins	59.3	-	396	0	0	
32E3	EC23365	32	E3	E	3	1430909	1	"peptidase, M20A family"		Protein fate	11.6	+	779	0	0	
32E8	EC23605	32	E8	E	8	1522404	1	"spermidine/putrescine ABC transporter, periplasmic spermidine/putrescine-binding protein"	potD-1	Transport and binding proteins	50.4	+	1122	42.1	0	
32B2	EC23344	32	B2	B	2	1546696	1	RTX toxin transporter	rtxD	Transport and binding proteins	7.4	+	67.9	0	3	
32B9	EC23689	32	B9	B	9	1613090	1	conserved hypothetical protein		Hypothetical proteins	6.7	+	502	0	0	
32C7	EC23674	32	C7	C	7	1629329	1	iron-sulfur cluster-binding protein		Energy metabolism	67.7	+	85.7	0	0	
32E7	EC23682	32	E7	E	7	1767387	1	conserved hypothetical protein		Hypothetical proteins	35.7	-	817	0	0	
32C4	EC23170	32	C4	C	4	1768795	1	methyl-accepting chemotaxis protein		Cellular processes	25	+	69.9	0	0	
32H10	EC23927	32	H10	H	10	1782417	1	response regulator VieA	vieA	Regulatory functions	18	+	379	0	0	
32G2	EC23163	32	G2	G	2	1791814	1	conserved hypothetical protein		Hypothetical proteins	82.5	+	549	0	0	
32D1	EC23395	32	D1	D	1	1876273	1	"oxidoreductase, acyl-CoA dehydrogenase family"		Central intermediary metabolism	66.9	-	355	0	0	
32H5	EC23717	32	H5	H	5	1883436	1	hypothetical protein			11.2	+	676	0	0	
32B4	EC23166	32	B4	B	4	1902796	1	hypothetical protein			7.1	+	585	0	0	
32A4	EC23132	32	A4	A	4	309587	1	"transposase OrfAB, subunit B"	orfB	Mobile and extrachromosomal element functions	8.3	-	611	611	0	yes
32G7	EC23774	32	G7	G	7	2083303	1	conserved hypothetical protein		Hypothetical proteins	35.5	-	846	0	0	
32H7	EC23507	32	H7	H	7	2163484	1	conserved hypothetical protein		Hypothetical proteins	13.6	+	517	0	1	
32D12	EC23876	32	D12	D	12	2179729	1	Maf/YceF/YhdE family protein		Unknown function	90.8	-	418	0	0	
32D11	EC24023	32	D11	D	11	2214509	1	purine-binding chemotaxis protein CheW	cheW-1	Cellular processes	28.6	+	256	0	0	
32E4	EC23226	32	E4	E	4	2220089	1	chemotaxis protein CheZ	cheZ	Cellular processes	86.7	-	565	0	0	
32A9	EC23643	32	A9	A	9	2233516	1	hypothetical protein			100	-	244	131	0	
32F11	EC24069	32	F11	F	11	2255576	1	hypothetical protein			31.9	-	672	0	0	
32F10	EC23871	32	F10	F	10	2332970	1	hypothetical protein			93.8	+	323	0	0	
32F6	EC23436	32	F6	F	6	2349250	1	"flagellar protein, putative"	flgA	Cellular processes	26.7	+	127	0	0	
32G6	EC23540	32	G6	G	6	2374846	1	conserved hypothetical protein		Hypothetical proteins	32.4	+	194	0	1	
32F9	EC23747	32	F9	F	9	2434121	1	aminoacyl-histidine dipeptidase	pepD	Protein fate	12.2	+	319	0	0	
32B5	EC23433	32	B5	B	5	2454410	1	"ampG protein, putative"		Cellular processes	22.2	+	139	0	0	
32H9	EC23740	32	H9	H	9	2481295	1	conserved hypothetical protein		Hypothetical proteins	7.8	-	113	0	0	
32B6	EC23727	32	B6	B	6	2535875	1	"glutamate synthase, small subunit"	gltD-1	Amino acid biosynthesis	14.6	+	444	0	0	
32H3	EC23417	32	H3	H	3	2538424	1	"glutamate synthase, large subunit"	gltB-2	Amino acid biosynthesis	17.1	+	63.9	0	1	
32A1	EC23347	32	A1	A	1	2584164	1	"pyruvate dehydrogenase, E2 component, dihydrolipoamide acetyltransferase"	aceF	Energy metabolism	38.3	-	535	103	0	
32F4	EC23276	32	F4	F	4	2609429	1	conserved hypothetical protein		Hypothetical proteins	56.9	+	365	0	0	
32H11	EC24113	32	H11	H	11	2657578	1	hypothetical protein			69.4	+	967	0	2	
32C12	EC23822	32	C12	C	12	2688400	1	"DNA polymerase III, chi subunit"	holC	DNA metabolism	54.1	+	392	0	0	
32D3	EC23357	32	D3	D	3	2792696	1	extracellular nuclease-related protein			14.3	-	125	0	1	
32C1	EC23391	32	C1	C	1	2817380	1	acetylornithine deacetylase	argE	Amino acid biosynthesis	18.7	-	408	0	0	
32D5	EC23525	32	D5	D	5	2832621	1	"chaperonin, 60 Kd subunit"	groEL-1	Protein fate	99.8	+	311	0	0	
32D7	EC23680	32	D7	D	7	2883339	1	ATP-dependent DNA helicase RecG	recG	DNA metabolism	6	+	139	0	0	
32D6	EC23777	32	D6	D	6	2889739	1	transcription elongation factor GreB	greB	Transcription	12.1	-	123	0	0	
32D2	EC23115	32	D2	D	2	2894811	1	conserved hypothetical protein		Hypothetical proteins	13.9	-	196	0	0	
32B7	EC23624	32	B7	B	7	49135	2	sodium/glutamate symporter	glts	Transport and binding proteins	30.1	-	624	0	3	
32F3	EC23373	32	F3	F	3	80461	2	"phosphate ABC transporter, permease protein"	pstC-2	Transport and binding proteins	15.6	-	422	0	0	
32D9	EC23739	32	D9	D	9	99870	2	conserved hypothetical protein		Hypothetical proteins	11.3	-	329	0	0	
32D4	EC23216	32	D4	D	4	160019	2	immunogenic protein		Cell envelope	83	-	1136	0	0	
32C11	EC23969	32	C11	C	11	172796	2	conserved hypothetical protein		Hypothetical proteins	47.5	-	515	0	0	
32G9	EC23690	32	G9	G	9	192035	2	MoxR-related protein		Unknown function	53.5	+	172	0	0	
32F7	EC23728	32	F7	F	7	205160	2	hypothetical protein			3	+	381	0	0	
32G10	EC23907	32	G10	G	10	205806	2	response regulator		Regulatory functions	19.4	+	583	0	0	
32G5	EC23619	32	G5	G	5	246329	2	protease	prtV	Protein fate	15	-	1023	0	0	
32A4	EC23132	32	A4	A	4	309587	2	"transposase OrfAB, subunit B"	orfB	Mobile and extrachromosomal element functions	8.3	-	611	611	0	yes
32A4	EC23132	32	A4	A	4	309587	2	"transposase OrfAB, subunit B"	orfB	Mobile and extrachromosomal element functions	8.3	-	611	611	0	yes
32H1	EC23250	32	H1	H	1	514169	2	"transcriptional regulator, LysR family"		Regulatory functions	63	-	289	0	0	
32C5	EC23489	32	C5	C	5	544063	2	phosphonoacetaldehyde phosphonohydrolase	phnX	Central intermediary metabolism	5.6	+	272	0	0	
32A3	EC23209	32	A3	A	3	571356	2	"transcriptional regulator, LysR family"		Regulatory functions	80.9	+	575	0	0	
32E1	EC23052	32	E1	E	1	612798	2	periplasmic nitrate reductase	napA	Energy metabolism	9.8	-	394	0	0	
32E2	EC23129	32	E2	E	2	725876	2	conserved hypothetical protein		Hypothetical proteins	13.8	+	993	0	1	
32A4	EC23132	32	A4	A	4	309587	2	"transposase OrfAB, subunit B"	orfB	Mobile and extrachromosomal element functions	8.3	-	611	611	0	yes
32D8	EC23555	32	D8	D	8	765898	2	"chaperonin, 10 Kd subunit"	groES-2	Protein fate	26.9	-	662	0	0	
32E9	EC23743	32	E9	E	9	811977	2	long-chain fatty acid transport protein	fadL-3	Transport and binding proteins	8	+	402	0	0	
32H4	EC23358	32	H4	H	4	895847	2	"maltose ABC transporter, permease protein"	malF	Transport and binding proteins	5.3	+	486	0	0	
32C10	EC23815	32	C10	C	10	960291	2	hypothetical protein			73.1	+	281	0	0	
32F5	EC23571	32	F5	F	5	130540	2	hypothetical protein			58.5	-	149	0	4	yes
33D4	EC24124	33	D4	D	4	362	1	hypothetical protein			25.1	-	654	0	0	
33H1	EC24156	33	H1	H	1	9972	1	"DNA polymerase III, beta chain"	dnaN	DNA metabolism	99.7	+	141	0	0	
33C2	EC23893	33	C2	C	2	27754	1	"acetolactate synthase II, small subunit"	ilvM	Amino acid biosynthesis	42.6	+	739	0	0	
33G3	EC24179	33	G3	G	3	123921	1	GGDEF family protein		Unknown function	6	-	642	0	0	
33E5	EC24301	33	E5	E	5	181913	1	conserved hypothetical protein		Hypothetical proteins	10.4	-	163	0	0	
33B3	EC24035	33	B3	B	3	242810	1	"transferase, hexapeptide repeat family"		Central intermediary metabolism	69.9	-	129	44.1	0	
33F6	EC24455	33	F6	F	6	285385	1	hypothetical protein			9.3	-	260	0	0	
33C7	EC24312	33	C7	C	7	285776	1	"cadaverine/lysine antiporter CadB, putative"		Transport and binding proteins	9.1	+	369	0	0	
33H3	EC24183	33	H3	H	3	322958	1	NAD(P)H-flavin reductase		Energy metabolism	14.7	+	1001	0	0	
33G5	EC24343	33	G5	G	5	386212	1	conserved hypothetical protein		Hypothetical proteins	31.4	+	591	0	0	
33B8	EC24273	33	B8	B	8	390137	1	glucose-6-phosphate isomerase	pgi	Energy metabolism	15.3	-	946	0	0	
33A7	EC24244	33	A7	A	7	394485	1	NifR3/Smm1 family protein		Unknown function	16	-	1033	0	0	
33H4	EC24195	33	H4	H	4	429613	1	MSHA biogenesis protein MshM	mshM	Cellular processes	26.5	-	343	0	0	
33D11	EC24520	33	D11	D	11	451502	1	tldD protein	tldD	Regulatory functions	6.9	+	900	0	1	
33G1	EC24120	33	G1	G	1	649466	1	conserved hypothetical protein		Hypothetical proteins	29.8	+	973	0	0	
33H8	EC24379	33	H8	H	8	712534	1	sigma-54 dependent transcriptional regulator		Regulatory functions	10.5	-	494	0	0	
33F11	EC24572	33	F11	F	11	751228	1	conserved hypothetical protein		Hypothetical proteins	17.4	+	303	0	0	
33A6	EC24403	33	A6	A	6	819302	1	"exodeoxyribonuclease VII, large subunit"	xseA	DNA metabolism	38	-	210	0	0	
33F9	EC24515	33	F9	F	9	931576	1	hypothetical protein			71.3	-	321	0	0	
33D2	EC23897	33	D2	D	2	940958	1	"ribosomal protein L36, putative"		Protein synthesis	61.6	+	258	0	2	
33B9	EC24459	33	B9	B	9	1065350	1	conserved hypothetical protein			7.6	+	383	0	0	
33A10	EC24288	33	A10	A	10	1183144	1	8-amino-7-oxononanoate synthase	bioF	"Biosynthesis of cofactors, prosthetic groups, and carriers"	12.9	+	327	0	0	
33F5	EC24311	33	F5	F	5	1184310	1	biotin synthesis protein BioC	bioC	"Biosynthesis of cofactors, prosthetic groups, and carriers"	32.3	-	761	0	0	
33C6	EC24407	33	C6	C	6	1234725	1	"lipoprotein, putative"		Cell envelope	22.6	+	587	0	0	
33H10	EC24412	33	H10	H	10	1244008	1	"tryptophan synthase, beta subunit"	trpB	Amino acid biosynthesis	19.6	+	620	0	0	
33C1	EC24022	33	C1	C	1	1291217	1	"transcriptional regulator, LuxR family"		Regulatory functions	100	-	557	0	0	
33G4	EC24138	33	G4	G	4	83591	1	"phenylalanyl-tRNA synthetase, beta chain"	pheT	Protein synthesis	11.1	-	103	0	10	yes
33B6	EC24405	33	B6	B	6	1303570	1	phosphoribosylglycinamide formyltransferase 2	purT	"Purines, pyrimidines, nucleosides, and nucleotides"	25.9	+	379	0	0	
33B4	EC24076	33	B4	B	4	1324995	1	"iron-sulfur cluster-binding protein, putative"		Energy metabolism	56.8	+	379	0	0	
33A11	EC24432	33	A11	A	11	1353786	1	"transporter, BCCT family"		Transport and binding proteins	11.5	-	720	0	0	
33G10	EC24410	33	G10	G	10	1375722	1	phosphomethylpyrimidine kinase	thiD	"Biosynthesis of cofactors, prosthetic groups, and carriers"	75.8	-	535	0	1	
33E8	EC24313	33	E8	E	8	1416046	1	conserved hypothetical protein		Hypothetical proteins	40.4	-	329	0	0	
33H2	EC23995	33	H2	H	2	1481853	1	"multidrug transporter, putative"		Transport and binding proteins	17.9	-	167	0	0	
33F1	EC24114	33	F1	F	1	1548258	1	RTX toxin transporter	rtxB	Transport and binding proteins	30.4	+	61.9	0	0	
33C10	EC24324	33	C10	C	10	1570808	1	hypothetical protein			13.4	+	603	0	1	
33D8	EC24281	33	D8	D	8	1639351	1	"ABC transporter, permease protein"		Transport and binding proteins	8.3	-	194	0	0	
33D10	EC24328	33	D10	D	10	1658047	1	TonB system transport protein ExbD2	exbD2	Transport and binding proteins	52.4	+	295	0	0	
33G8	EC24371	33	G8	G	8	1671355	1	catalase/peroxidase	perA	Cellular processes	14.5	-	400	0	2	
33B1	EC24002	33	B1	B	1	1686692	1	hypothetical protein			53.4	-	809	0	0	
33F8	EC24363	33	F8	F	8	1728640	1	conserved hypothetical protein		Hypothetical proteins	37.3	+	682	0	0	
33C8	EC24279	33	C8	C	8	1780856	1	response regulator VieB	vieB	Regulatory functions	6.6	+	406	0	0	
33D5	EC24289	33	D5	D	5	1789162	1	"membrane protein, putative"		Cell envelope	12.9	-	256	0	0	
33D6	EC24433	33	D6	D	6	1792230	1	"ABC transporter, ATP-binding protein, putative, authentic frameshift"		Transport and binding proteins	12.1	-	1035	0	0	
33E3	EC24121	33	E3	E	3	1840278	1	"zinc protease, insulinase family"		Protein fate	13.4	-	163	0	0	
33A8	EC24227	33	A8	A	8	1950424	1	hypothetical protein			71.4	+	805	0	0	
33A4	EC24046	33	A4	A	4	2073021	1	"ATP-dependent Clp protease, ATP-binding subunit ClpX"	clpX	Protein fate	8.2	+	591	0	0	
33D7	EC24354	33	D7	D	7	2106368	1	chitinase	chiA-1	Energy metabolism	13.7	+	137	129	0	
33B2	EC23885	33	B2	B	2	2112521	1	septum site-determining protein MinD	minD	Cellular processes	89.4	-	882	48.1	0	
33H9	EC24569	33	H9	H	9	2123182	1	o-succinylbenzoic acid--CoA ligase	menE	"Biosynthesis of cofactors, prosthetic groups, and carriers"	7.3	-	99.6	0	0	
33F7	EC24396	33	F7	F	7	2273478	1	hypothetical protein			33.4	-	987	0	0	
33A5	EC24213	33	A5	A	5	2351963	1	hypothetical protein			7.6	+	95.6	0	0	
33B10	EC24322	33	B10	B	10	2388908	1	ribonuclease HI	rnhA	Transcription	17.4	+	924	0	0	
33E6	EC24441	33	E6	E	6	2426762	1	conserved hypothetical protein		Hypothetical proteins	33.1	+	462	0	0	
33G6	EC24541	33	G6	G	6	2518673	1	threonine synthase	thrC	Amino acid biosynthesis	15.7	+	448	0	0	
33F2	EC23945	33	F2	F	2	2603062	1	conserved hypothetical protein		Hypothetical proteins	0.5	-	684	0	0	
